Dane wejściowe
- Położenia wierzchołków wielokątów node_id x y
0 0.9 0.4
1 -0.2 -0.3 
2 -0.6 -0.7 
3 -0.2 -0.4 
4 0.33 0.7 
5 0.65 0
6 -1 -1
7 0 1
8 0.1 0.9
9 -0.6 -0.4 
10 -0.4 -0.2 
11 -1 0
12 1 0
13 0 0
14 -0.5 0.5
15 -0.4 -0.8 
16 0 -1
17 -1 1
18 0.3 0.65 
19 1 1
20 0 0.1

- Opis wielokątów poly_id nodes_id[...]
0 4 8 18 20 5 0 4
1 13 16 6 11 13
2 3 1 10 9 2 15 3
3 13 12 16 13
4 13 11 17 14 7 13

- Python pomiary odległości obiektów od ancorów tag_id dist_to_ancor[0..3]
38 1.6829232288 2.23285652809 1.73903852618 0.545371474832
7 1.95666945818 2.01057860696 1.2629041992 0.918991491954
18 1.82604157601 1.06380629519 0.9679158035 2.1433916854
35 1.86980459868 0.756296316174 1.44009290673 2.28963235017
1 0.544692848321 1.45765295823 2.41090831193 2.12594567635
1 2.41202982629 1.66452168745 0.522200920219 1.51899893604
11 2.23562418254 2.40771816707 1.29753483278 0.771227210922
24 1.62653292206 0.947153162681 1.27745873563 1.81627539572
41 1.73388515747 0.111975339181 1.73772269445 3.00239676058
14 1.066462219 1.08387845357 1.73358771825 1.96394049063
43 1.22050443564 1.42217272841 1.57236693556 1.61447402356
2 0.700708606393 1.86726708397 2.26055947911 1.35242700333
8 1.7528098337 0.154693476017 1.90706121143 2.59912427557
13 1.28781922349 2.18736474932 1.62250490705 0.67796953017
1 1.2828407099 1.6885897242 1.63712264209 1.19031071091
6 0.83227621112 1.19777738938 2.08398826445 1.76859129195
34 1.49526605695 2.38331999141 1.88752476057 0.54996631049
39 1.26147053895 2.05003888184 1.71166116451 0.987282063283
41 2.21349663422 2.29844950847 1.1167600676 0.905954202448
17 0.445439725594 1.53735118591 2.34205415385 1.98773036269
35 0.867967139015 1.21943198833 2.20584742985 1.92349930224
7 1.24182972302 1.40107830895 1.37675722967 1.32384006397
39 0.584508602746 1.95458924521 2.43165519625 1.56905265792
46 1.47006517228 2.24408026366 1.62339083865 0.833706552928
44 1.82582626132 0.478711207065 1.51369682445 2.42075368214
0 2.04442323867 1.15238229601 0.821234713748 2.00822722837
0 2.70607023006 2.02408508084 0.401043106066 1.67535477554
10 1.70239787468 0.716855570619 1.53748094577 2.2034866278
34 1.93485139476 2.62506959205 1.6458628619 0.478770164646
38 0.685602800555 1.35514710055 2.27017229432 2.12581780492
8 1.61153576378 1.89875906138 1.41228785379 0.958884539389
47 1.40794542537 1.01803468947 1.39724497737 1.950561133
36 0.997853589341 1.47089446002 1.80216910387 1.40095685042
26 1.47020328661 1.69002367827 1.35399325672 1.1050922665
46 0.794979742197 1.53952739844 2.02730483966 1.74842922164
25 2.07853279693 1.4640058178 0.702838073149 1.64002762201
26 1.53027289525 1.60441298526 1.38547037419 1.31199076139
41 1.89502587598 1.76035293497 1.002753797 1.2062012129
31 1.61582426217 1.71125066938 1.38408420082 1.05294411209
31 1.87632448728 2.24584088103 1.46888517129 0.743647264203
38 1.40409527129 0.879892498324 1.61553818478 1.76214699156
35 0.780097701146 2.05490200543 2.26096395822 1.11110030501
21 0.714798601573 1.84129630663 2.25763071189 1.34070014564
5 2.06626458769 1.80733242056 1.05411866869 1.23059691104
19 0.922540086016 2.04780362833 2.15440841384 1.0498811249
27 1.40762398379 0.735127722362 1.95710610989 2.11878096404
0 1.84786560476 1.09771146171 0.970917097539 1.98574313365
12 1.90338867487 3.01942652266 1.84325022006 0.272281802056
7 1.39109909367 1.47409290304 1.56572266143 1.37958093546
32 2.33327942046 1.37039588894 0.712512587765 1.91610474852
14 2.2357291883 1.48225929527 0.574471599787 1.59089724856
23 1.38563511114 1.85481552644 1.63390828509 1.01244904684
48 2.24796480609 1.64299448216 0.685989281624 1.55731962056
38 1.69388849289 1.67549416945 1.13899334604 1.14667018396
48 1.43173226233 2.59422570375 1.95666090924 0.514119483203
1 1.97239969787 2.2989286481 0.970368234297 1.03299375269
36 1.53582718862 1.07183756544 1.42909962441 1.73715532334
1 1.33636934795 1.31878564114 1.40030909854 1.34725716369
5 1.69058878037 0.752729192218 1.50299840906 1.9553444595
10 1.88205743996 1.62561312346 0.887288159381 1.25026523836
37 1.4600246069 1.06245591112 1.54397599417 1.80403836353
5 1.17294842449 0.884621629826 1.72093578331 1.91443277262
15 1.30256568259 1.94743646122 1.73881013702 0.761886511124
5 0.746810597595 1.3794364514 2.32992907426 1.7853956327
35 2.01437207188 1.01059689117 1.03675426547 2.41908496309
18 2.0571502107 2.20835182623 0.780945581199 1.31561287855
40 1.35297305467 1.7815591249 1.59230380024 0.981012668147
17 0.743932472235 1.77014852235 2.30478675399 1.39850267515
24 1.80500387431 1.05955083852 1.0666488203 1.9496957869
41 1.63458408854 0.793355482532 1.29613399182 2.08651827798
25 1.01395531961 2.20822310272 2.4100278537 1.05668262272
48 2.51184073068 1.91663552303 0.511159753045 1.4469071481
11 0.886486415797 1.12632348883 2.23113409678 2.0499727393
8 1.58760391835 0.854281324689 1.54743027023 2.03683133239
15 0.282627427255 1.91137767544 2.46542739586 1.88327704616
32 2.08320857683 2.16202327004 1.3565392801 0.722173452818
7 0.775036703371 1.72644155354 2.09265105626 1.40787606004
34 1.17699551955 0.749551855215 2.25271153892 1.94615377225
24 2.71639180168 1.76712911272 0.299921238703 1.96838765612
17 1.43294039252 1.60601614645 1.39488431693 1.44338514273
40 2.57927170937 2.12600875876 0.353557110388 1.76057760203
13 1.43060588815 0.796970313628 1.77613249586 2.01019948489
7 0.7146057681 1.74800354483 2.05077488367 1.40632541186
32 1.33579932779 1.63188997586 1.57583252841 1.38604011805
21 2.25654260212 1.56265432478 0.653890788494 1.47187593855
37 1.03494527799 2.18598169497 2.27658500961 0.968327990266
7 0.875756615054 1.42692339262 2.01687829407 1.80110901845
29 0.885528186681 1.44121592126 1.74413357516 1.52547529507
32 1.72263715893 0.686578671405 1.46080805663 2.41150585899
18 0.911436650973 1.15209314429 2.07466003394 1.69742656583
16 1.01009050217 2.51349912244 2.30840905176 0.912013804745
45 1.28496241634 2.43755007818 2.04207984774 0.808496943993
40 1.39577966452 2.43749052322 2.02167297686 0.668504893882
45 0.10001757866 2.00572481059 2.6911541199 1.94016188883
32 2.27672451509 1.40483784705 0.590304053709 2.20154276221
31 1.34698086403 2.14323791021 1.74204293017 0.721843808556
17 0.8867710225 1.06688282429 2.2500015655 2.15352800133
2 1.99325025583 2.06461413714 1.28327503853 0.896557945643
31 1.34967144565 1.98789615001 1.45680023805 1.10660704157
26 1.96283438854 1.55290253564 0.783649513597 1.45051452078
39 0.905911097201 1.53979907452 2.18132297999 1.56719401771
47 1.67928650858 1.94273750926 1.31800424646 1.06257391606
25 0.438220116954 1.44719639086 2.32133134614 1.6699407118
12 3.05957099291 1.93139422064 0.157976634414 1.69712666913
35 0.797226332652 1.68540544857 2.23774938138 1.37255029912
45 0.46368860797 1.59589784849 2.48165991877 1.78496056718
22 2.19002564964 0.912195215973 1.18570901546 2.23502344069
31 2.00419477274 2.21746142094 1.19141664227 0.781633432871
24 1.76058510778 0.315443722502 1.97318401063 2.50530869664
21 2.05448181001 2.33850977566 1.17565472054 0.800042019272
41 1.35900560866 2.13721285825 1.68382927935 0.825959319748
36 1.19313006849 1.16809813157 1.70270856913 1.82841044865
43 0.988123952414 2.56548929969 2.37495589217 0.886628237647
5 1.8780492949 0.901558907219 1.05806179593 1.98254942192
46 1.81878038548 2.19886882157 1.43505041606 0.669214548632
15 0.921839040676 2.08535472695 2.21306726577 1.00111574467
